marca,modelo,precio_crc,cilindrada,estilo,pasajeros,combustible,transmision,estado,kilometraje,color_exterior,color_interior,puertas,provincia,antiguedad,marca_norm,origen_marca,segmento_marca,participacion_mercado,cluster_id_hc,cluster
Mercedes,Benz C200,24850000,1500.0,Sedán,4.0,Híbrido,Automática/Dual,Excelente,5000.0,BLANCO,BEIGE,4,San José,3.0,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.0253569883167459,0.0,Premium
Toyota,FORTUNER,25000000,2800.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,37000.0,GRIS PLATA,NEGRO,5,Heredia,3.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,1.0,Familiares_potentes
Volvo,XC40 P8 RECHARGE,25150000,,SUV 4WD/AWD,5.0,Eléctrico,Automática/Dual,Excelente,36656.0,DORADO,NEGRO,5,San José,3.0,VOLVO,DESCONOCIDO,DESCONOCIDO,0.0061445261791432,0.0,Premium
Ford,EVEREST TREND,25300000,2000.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,72965.0,GRIS PLOMO,CUERO NEGRO,5,San José,3.0,FORD,USA,GENERALISTA,0.0259627866724361,1.0,Familiares_potentes
Ford,EVEREST,25500000,2000.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,54000.0,BLANCO,CUERO NEGRO,5,Puntarenas,3.0,FORD,USA,GENERALISTA,0.0259627866724361,1.0,Familiares_potentes
Ford,EVEREST TREND,25500000,2000.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,56300.0,GRIS,NEGRO,5,San José,3.0,FORD,USA,GENERALISTA,0.0259627866724361,1.0,Familiares_potentes
Ford,EVEREST TREND,25900000,2000.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,58000.0,PLATEADO,NEGRO,5,Heredia,3.0,FORD,USA,GENERALISTA,0.0259627866724361,1.0,Familiares_potentes
Ford,EVEREST,26092500,2000.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,63000.0,PLATEADO,NEGRO,4,San José,3.0,FORD,USA,GENERALISTA,0.0259627866724361,1.0,Familiares_potentes
Toyota,HILUX SRV,26200000,2800.0,Pick Up 4WD,5.0,Diesel,Automática/Dual,Excelente,33500.0,ROJO,NEGRO,4,Heredia,3.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Toyota,TACOMA,26341000,3500.0,Pick Up 4WD,5.0,Gasolina,Automática/Dual,Excelente,32000.0,NEGRO,NEGRO Y ROJO,4,San José,3.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Ford,EVEREST,26450000,2000.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,59000.0,BLANCO,NEGRO,5,San José,3.0,FORD,USA,GENERALISTA,0.0259627866724361,1.0,Familiares_potentes
Ford,EVEREST XLT,25775000,2000.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,65194.0,PLATEADO,NEGRO,5,Guanacaste,3.0,FORD,USA,GENERALISTA,0.0259627866724361,1.0,Familiares_potentes
Ford,EVEREST,25800000,2000.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,65207.0,GRIS,NEGRO,4,San José,3.0,FORD,USA,GENERALISTA,0.0259627866724361,1.0,Familiares_potentes
Ford,EVEREST TREND,25844000,2000.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,65000.0,PLATEADO,NEGRO,5,San José,3.0,FORD,USA,GENERALISTA,0.0259627866724361,1.0,Familiares_potentes
Ford,EVEREST,25844000,2000.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,49800.0,GRIS,NEGRO,4,Heredia,3.0,FORD,USA,GENERALISTA,0.0259627866724361,1.0,Familiares_potentes
BMW,IX XDRIVE 40,25844000,,SUV 4WD/AWD,5.0,Eléctrico,Automática/Dual,Excelente,65286.0,NEGRO,NEGRO,4,San José,3.0,BMW,ALEMANIA,PREMIUM,0.0410212029424491,0.0,Premium
BMW,IX XDRIVE 40,25844000,,SUV 4WD/AWD,5.0,Eléctrico,Automática/Dual,Excelente,27169.0,NEGRO,ROJO,4,San José,3.0,BMW,ALEMANIA,PREMIUM,0.0410212029424491,0.0,Premium
Mercedes,Benz C200,25900000,1500.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,16000.0,AZUL,BEIGE,4,Heredia,3.0,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.0253569883167459,0.0,Premium
Toyota,FORTUNER,26000000,2800.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,86000.0,BLANCO,NEGRO,5,San José,3.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,1.0,Familiares_potentes
Chevrolet,TRAVERSE LT,26160000,3600.0,SUV 4WD/AWD,7.0,Gasolina,Automática/Dual,Excelente,34000.0,BLANCO,NEGRO,5,Cartago,3.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,1.0,Familiares_potentes
Ford,EVEREST,26341000,2000.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,65364.0,GRIS GRAFITO,NEGRO,5,Cartago,3.0,FORD,USA,GENERALISTA,0.0259627866724361,1.0,Familiares_potentes
Ford,EVEREST,27000000,2000.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,58000.0,GRIS,CUERO NEGRO,4,Cartago,3.0,FORD,USA,GENERALISTA,0.0259627866724361,1.0,Familiares_potentes
Ford,EVEREST,26450000,2000.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,69000.0,GRIS OSCURO,NEGRO,5,Cartago,3.0,FORD,USA,GENERALISTA,0.0259627866724361,1.0,Familiares_potentes
Toyota,HILUX SRV,26500000,2800.0,Pick Up 4WD,5.0,Diesel,Automática/Dual,Excelente,47500.0,GRIS,NEGRO,5,San José,3.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Ford,EVEREST TREND,26838000,2000.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,64000.0,BLANCO,NEGRO,5,San José,3.0,FORD,USA,GENERALISTA,0.0259627866724361,1.0,Familiares_potentes
Toyota,TACOMA,26838000,2023.0,Pick Up 4WD,5.0,Gasolina,Automática/Dual,Excelente,45000.0,PLATEADO,NEGRO,5,Alajuela,3.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Toyota,HILUX,26950000,2800.0,Pick Up 4WD,5.0,Diesel,Automática/Dual,Excelente,48000.0,BLANCO,NEGRO,4,Puntarenas,3.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Toyota,FORTUNER,27000000,2800.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,35000.0,BLANCO,NEGRO,4,Heredia,3.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,1.0,Familiares_potentes
Volvo,XC60,27000000,2000.0,SUV 4WD/AWD,5.0,Híbrido,Automática/Dual,Excelente,50000.0,RED FUSION,NEGRO,5,San José,3.0,VOLVO,DESCONOCIDO,DESCONOCIDO,0.0061445261791432,0.0,Premium
Ford,EVEREST XLR,27000000,2000.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,58000.0,GRIS,CUERO NEGRO,4,Guanacaste,3.0,FORD,USA,GENERALISTA,0.0259627866724361,1.0,Familiares_potentes
Toyota,HILUX SRV,27000000,2800.0,Pick Up 4WD,5.0,Diesel,Automática/Dual,Excelente,45000.0,NEGRO,NEGRO,4,San José,3.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
BMW,I4 40 PAQUETE M,27335000,,Sedán,5.0,Eléctrico,Automática/Dual,Excelente,24600.0,BLANCO,ROJO,4,San José,3.0,BMW,ALEMANIA,PREMIUM,0.0410212029424491,0.0,Premium
BMW,X3 SDRIVE,27335000,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,52519.0,BLANCO,ROJO,4,San José,3.0,BMW,ALEMANIA,PREMIUM,0.0410212029424491,0.0,Premium
BMW,X3 SDRIVE,27335000,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,51872.0,AZUL,NEGRO,4,San José,3.0,BMW,ALEMANIA,PREMIUM,0.0410212029424491,0.0,Premium
Ford,EVEREST,27500000,2000.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,65000.0,GRIS,NEGRO,5,Cartago,3.0,FORD,USA,GENERALISTA,0.0259627866724361,1.0,Familiares_potentes
Ford,EVEREST,27500000,2000.0,SUV 4WD/AWD,5.0,Diesel,Automática/Dual,Excelente,61000.0,BLANCO,NEGRO,5,San José,3.0,FORD,USA,GENERALISTA,0.0259627866724361,0.0,Premium
Isuzu,MUX,27500000,3000.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,29874.0,GRIS CLARO,NEGRO,5,San José,3.0,ISUZU,DESCONOCIDO,COMERCIAL,0.0135871916919082,1.0,Familiares_potentes
Toyota,HILUX SRV,27600000,2800.0,Pick Up 4WD,5.0,Diesel,Automática/Dual,Excelente,18200.0,BLANCO,NEGRO,4,Heredia,3.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
BMW,330I PAQ M,28577500,2000.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,11500.0,GRIS,NEGRO,5,San José,3.0,BMW,ALEMANIA,PREMIUM,0.0410212029424491,0.0,Premium
Toyota,HILUX SRV,27800000,2800.0,Pick Up 4WD,5.0,Diesel,Automática/Dual,Excelente,50000.0,GRIS,NEGRO,5,San José,3.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Toyota,LAND CRUISER PRADO TXL,27850000,2800.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,60400.0,BRONCE,NEGRO,4,Heredia,3.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,1.0,Familiares_potentes
Toyota,FORTUNER,28279300,3000.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,43000.0,GRIS,GRIS,5,San José,3.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,1.0,Familiares_potentes
Ford,EVEREST TREND,28279300,2000.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Muy Bueno,68000.0,GRIS,NEGRO,5,San José,3.0,FORD,USA,GENERALISTA,0.0259627866724361,1.0,Familiares_potentes
Toyota,HILUX SRV,28300000,2800.0,Pick Up 4WD,5.0,Diesel,Automática/Dual,Excelente,54000.0,GRIS RATÓN,NEGRO,4,Alajuela,3.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Toyota,FORTUNER SRV LIMITED,28400000,2800.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,97000.0,GRIS PLATA,NEGRO,4,Alajuela,3.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,1.0,Familiares_potentes
Toyota,PRADO TXL,29074500,2800.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,62000.0,GRIS,GRIS,5,San José,3.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,1.0,Familiares_potentes
Toyota,LAND CRUISER PRADO TXL,29074500,2800.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,45000.0,GRIS,GRIS,5,Heredia,3.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,1.0,Familiares_potentes
Mercedes,Benz C200 AMG LINE,29273300,1500.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,29000.0,AZUL,NEGRO,5,San José,3.0,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.0253569883167459,0.0,Premium
Mercedes,Benz GLC200 COUPE,29273300,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,54000.0,NEGRO,NEGRO,4,San José,3.0,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.0253569883167459,0.0,Premium
Toyota,LAND CRUISER PRADO TXL,29273300,2800.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,60660.0,GRIS,NEGRO,4,San José,3.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,1.0,Familiares_potentes
Changan,AVATR 11 ROYAL THEATER,29571500,,SUV 4WD/AWD,4.0,Eléctrico,Automática/Dual,Excelente,12000.0,GRIS MATE,MARRON,5,San José,3.0,CHANGAN,DESCONOCIDO,DESCONOCIDO,0.0051925573344872,0.0,Premium
Toyota,PRADO TX-L,30500000,2800.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,61000.0,BRONCE,GRIS,5,Heredia,3.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,1.0,Familiares_potentes
Toyota,LAND CRUISER PRADO TXL,31975000,2800.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,61513.0,BRONCE,NEGRO,4,Guanacaste,3.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,1.0,Familiares_potentes
BMW,3X 30I,32130000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,13000.0,BLANCO,BEIGE,4,San José,3.0,BMW,ALEMANIA,PREMIUM,0.0410212029424491,0.0,Premium
Toyota,LAND CRUISER PRADO TXL,29571500,2800.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,59700.0,CAFE,CUERO NEGRO,5,San José,3.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,1.0,Familiares_potentes
Toyota,HILUX SRV,29875000,2800.0,Pick Up 4WD,5.0,Diesel,Automática/Dual,Excelente,41000.0,NEGRO,GRIS,4,San José,3.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Isuzu,NQR,30500000,5200.0,Camión 5.0-7.5 ton.,3.0,Diesel,Manual,Excelente,70000.0,BLANCO,GRIS,2,Cartago,3.0,ISUZU,DESCONOCIDO,COMERCIAL,0.0135871916919082,0.0,Premium
Toyota,PRADO TXL,30814000,2800.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,64700.0,BRONCE,NEGRO,4,San José,3.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,1.0,Familiares_potentes
BMW,220I PAQUETE M,31062500,2000.0,Sedán,4.0,Gasolina,Automática/Dual,Excelente,23000.0,BLANCO,ROJO,2,San José,3.0,BMW,ALEMANIA,PREMIUM,0.0410212029424491,0.0,Premium
BMW,X4 20I X DRIVE,31559500,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,24000.0,BLANCO,NEGRO,4,San José,3.0,BMW,ALEMANIA,PREMIUM,0.0410212029424491,0.0,Premium
Toyota,LAND CRUISER PRADO,32000000,2800.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,58505.0,BLANCA,NEGRO,5,Cartago,3.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,1.0,Familiares_potentes
Toyota,LAND CRUISER PRADO,32000000,2800.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,58976.0,BRONCE,NEGRO,5,Cartago,3.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,1.0,Familiares_potentes
Toyota,LAND CUISER PRADO TX,32000000,2800.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Muy Bueno,65727.0,COBRE,NEGRO,4,Cartago,3.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,1.0,Familiares_potentes
Toyota,LAND CRUISER PRADO TXL,32000000,2800.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,63000.0,BRONCE,NEGRA,4,Guanacaste,3.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,1.0,Familiares_potentes
Jeep,GLADIATOR OVERLAND,32255300,3600.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,85295.0,NEGRO,NEGRO,5,San José,3.0,JEEP,USA,DESCONOCIDO,0.0174816096927736,0.0,Premium
BMW,X4 XDRIVE 20I,32305000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,24000.0,BLANCO,NEGRO,5,San José,3.0,BMW,ALEMANIA,PREMIUM,0.0410212029424491,0.0,Premium
Chevrolet,SILVERADO ZR2,32500000,6200.0,Pick Up 4WD,5.0,Gasolina,Automática/Dual,Excelente,65300.0,BLANCO,GRIS/NEGRO,4,San José,3.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,0.0,Premium
Ford,F150 LIGHTNING PRO,33000000,,Pick Up 4WD,5.0,Eléctrico,Automática/Dual,Excelente,1015.0,NEGRO,GRIS,4,San José,3.0,FORD,USA,GENERALISTA,0.0259627866724361,0.0,Premium
BMW,X5,33000000,2000.0,SUV 4WD/AWD,5.0,Diesel,Automática/Dual,Excelente,64000.0,BLANCO,NEGRO,5,San José,3.0,BMW,ALEMANIA,PREMIUM,0.0410212029424491,0.0,Premium
Toyota,FORTUNER SRV,33500000,2800.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,63000.0,CAFE,NEGRO,5,Alajuela,3.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,1.0,Familiares_potentes
Ford,F150 LIGHTNING,34000000,,Pick Up 4WD,5.0,Eléctrico,Automática/Dual,Excelente,7000.0,GRIS OSCURO,GRIS,4,San José,3.0,FORD,USA,GENERALISTA,0.0259627866724361,0.0,Premium
BMW,X5 XDRIVE,32305000,3000.0,SUV 4WD/AWD,5.0,Diesel,Automática/Dual,Excelente,84288.0,BLANCO,NEGRO,4,San José,3.0,BMW,ALEMANIA,PREMIUM,0.0410212029424491,0.0,Premium
Toyota,LAND CUISER PRADO TX,32500000,2800.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Muy Bueno,58300.0,BLANCO,NEGRO,4,Cartago,3.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,1.0,Familiares_potentes
Toyota,PRADO TXL,32500000,2800.0,SUV 4WD/AWD,7.0,Gasolina,Automática/Dual,Excelente,65772.0,BRONCE,NEGRO,5,San José,3.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,1.0,Familiares_potentes
Toyota,LAND CRUISER PRADO TXL,32500000,2800.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,59000.0,BRONCE,NEGRO,5,Cartago,3.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,1.0,Familiares_potentes
Mercedes,Benz EQE,32553500,,Sedán,5.0,Eléctrico,Automática/Dual,Excelente,13056.0,BLANCO,BLANCO,5,San José,3.0,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.0253569883167459,0.0,Premium
Dodge/RAM,RAM 1500,33000000,3600.0,Pick Up 4WD,5.0,Gasolina,Automática/Dual,Excelente,28000.0,NEGRO,NEGRO,5,San José,3.0,DODGE,USA,DESCONOCIDO,0.0077022933794893,0.0,Premium
Mercedes,Benz EQE350,33000000,,Sedán,5.0,Eléctrico,Automática/Dual,Excelente,28968.0,NEGRO,NEGRO,4,San José,3.0,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.0253569883167459,0.0,Premium
Toyota,LAND CRUISER PRADO TXL,33250000,2800.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,25600.0,BLANCO,NEGRO,5,San José,3.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,1.0,Familiares_potentes
Jeep,GLADIATOR,33796000,3600.0,Pick Up 4WD,5.0,Gasolina,Automática/Dual,Excelente,73386.0,GRIS,NEGRO,4,San José,3.0,JEEP,USA,DESCONOCIDO,0.0174816096927736,0.0,Premium
BMW,X4 XDRIVE,33796000,2000.0,SUV 2WD,5.0,Diesel,Automática/Dual,Excelente,39574.0,BLANCO,VINO,4,San José,3.0,BMW,ALEMANIA,PREMIUM,0.0410212029424491,0.0,Premium
Ford,F150 LIGHTNING,34790000,,Pick Up 4WD,5.0,Eléctrico,Automática/Dual,Excelente,300.0,BLANCO,NEGRO,4,San José,3.0,FORD,USA,GENERALISTA,0.0259627866724361,0.0,Premium
Honda,CIVIC TYPER,36000000,2000.0,Hatchback,5.0,Gasolina,Manual,Excelente,8000.0,BLANCO,NEGRO,4,Alajuela,3.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,0.0,Premium
Jeep,GRAND CHEROKEE ALTITUDE,34293000,3600.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,21000.0,GRIS,NEGRO,4,San José,3.0,JEEP,USA,DESCONOCIDO,0.0174816096927736,0.0,Premium
Chevrolet,SILVERADO RST,35000000,3000.0,Pick Up 4WD,5.0,Diesel,Automática/Dual,Excelente,25000.0,ROJO,NEGRO,4,San José,3.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,0.0,Premium
BMW,X5 XDRIVE,35287000,2000.0,SUV 4WD/AWD,5.0,Diesel,Automática/Dual,Excelente,30724.0,AZUL,CAFE,5,San José,3.0,BMW,ALEMANIA,PREMIUM,0.0410212029424491,0.0,Premium
BMW,X5 XDRIVE,35287000,2000.0,SUV 4WD/AWD,5.0,Diesel,Automática/Dual,Excelente,32151.0,AZUL,NEGRO,4,San José,3.0,BMW,ALEMANIA,PREMIUM,0.0410212029424491,0.0,Premium
Land,Rover RANGE ROVER EVOQUE S,35500000,2000.0,SUV 4WD/AWD,5.0,Híbrido,Automática/Dual,Excelente,12000.0,GRIS,BLANCO,5,Heredia,3.0,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929,0.0,Premium
Chevrolet,SILVERADO,35900000,3000.0,Pick Up 4WD,5.0,Diesel,Automática/Dual,Excelente,23000.0,AZUL,NEGRO,4,San José,3.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,0.0,Premium
Toyota,LAND CRUISER LX,36000000,4500.0,Pick Up 4WD,3.0,Diesel,Manual,Excelente,64000.0,AZUL,GRIS,2,San José,3.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,0.0,Premium
Chevrolet,SILVERADO ZR2,36000000,6200.0,Pick Up 4WD,5.0,Gasolina,Automática/Dual,Excelente,21500.0,BLANCO,GRIS,4,Alajuela,3.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,0.0,Premium
Dodge/RAM,RAM REBEL,36000000,5700.0,Pick Up 4WD,4.0,Gasolina,Automática/Dual,Excelente,39000.0,BANCO,NEGRO,4,Heredia,3.0,DODGE,USA,DESCONOCIDO,0.0077022933794893,0.0,Premium
Dodge/RAM,1500 BIGHORN,37275000,3600.0,Pick Up 4WD,5.0,Gasolina,Automática/Dual,Excelente,62000.0,NEGRO,GRIS,4,San José,3.0,DODGE,USA,DESCONOCIDO,0.0077022933794893,0.0,Premium
BMW,X5,37275000,3000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,48000.0,NEGRO,VINO,4,San José,3.0,BMW,ALEMANIA,PREMIUM,0.0410212029424491,0.0,Premium
Dodge/RAM,RAM 1500 BIG HORN,37275000,3600.0,Pick Up 4WD,5.0,Gasolina,Automática/Dual,Excelente,44000.0,NEGRO,CUERO NEGRO,4,San José,3.0,DODGE,USA,DESCONOCIDO,0.0077022933794893,0.0,Premium
Ford,F150 LIGHTING LARIAT,37500000,,Pick Up 4WD,5.0,Eléctrico,Automática/Dual,Excelente,13200.0,AZUL,GRIS,5,San José,3.0,FORD,USA,GENERALISTA,0.0259627866724361,0.0,Premium
BMW,X5 XDRIVE 30D,38020500,3000.0,SUV 4WD/AWD,5.0,Diesel,Automática/Dual,Excelente,38366.0,AZUL,TERRACOTA,5,San José,3.0,BMW,ALEMANIA,PREMIUM,0.0410212029424491,0.0,Premium
Mercedes,Benz EQE PLUS,39500000,,SUV 4WD/AWD,5.0,Eléctrico,Automática/Dual,Excelente,12000.0,GRIS,NEGRO,5,San José,3.0,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.0253569883167459,0.0,Premium
Audi,E-TRON GT,39750000,,Sedán,5.0,Eléctrico,Automática/Dual,Excelente,17000.0,NEGRO,NEGRO,4,San José,3.0,AUDI,ALEMANIA,PREMIUM,0.0217221981826049,0.0,Premium
Toyota,PRADO VX,40000000,2800.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,22300.0,ROJO,NEGRO,5,Alajuela,3.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,1.0,Familiares_potentes
Cadillac,ESCALADE,40751515,6200.0,SUV 4WD/AWD,7.0,Gasolina,Automática/Dual,Excelente,52713.0,NEGRO,NEGRO,4,San José,3.0,CADILLAC,DESCONOCIDO,DESCONOCIDO,0.0002596278667243,0.0,Premium
Chevrolet,SILVERADO ZR2,37500000,6200.0,Pick Up 4WD,5.0,Gasolina,Automática/Dual,Excelente,55300.0,AZUL,GRIS,4,Heredia,3.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,0.0,Premium
Chevrolet,SILVERADO ZR2,38219300,6200.0,Pick Up 4WD,5.0,Gasolina,Automática/Dual,Excelente,24450.0,AZUL,NEGRO,4,San José,3.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,0.0,Premium
Mercedes,Benz EQE350,38766000,,SUV 2WD,5.0,Eléctrico,Automática/Dual,Excelente,26000.0,GRIS,NEGRO,4,San José,3.0,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.0253569883167459,0.0,Premium
BMW,X5 XDRIVE,38766000,3000.0,SUV 4WD/AWD,5.0,Diesel,Automática/Dual,Excelente,64463.0,GRIS,NEGRO,4,San José,3.0,BMW,ALEMANIA,PREMIUM,0.0410212029424491,0.0,Premium
Lexus,GX460,38800000,4600.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,15844.0,GRIS CLARO,NEGRO,4,San José,3.0,LEXUS,JAPON,PREMIUM,0.0057118130679359,0.0,Premium
Chevrolet,SILVERADO ZR2,38900000,6200.0,Pick Up 4WD,5.0,Gasolina,Automática/Dual,Excelente,350000.0,AZUL,NEGRO,5,San José,3.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,0.0,Premium
GMC,SILVERADO,39050000,6200.0,Pick Up 4WD,5.0,Gasolina,Manual,Excelente,43000.0,AZUL,NEGRO,4,San José,3.0,GMC,DESCONOCIDO,DESCONOCIDO,0.0003461704889658,0.0,Premium
Land,Rover RANGE ROVER EVOQUE,39760000,2000.0,SUV 4WD/AWD,5.0,Diesel,Automática/Dual,Excelente,25000.0,GRAFITO,GRIS,4,San José,3.0,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929,0.0,Premium
Toyota,LAND CRUISER,40000000,4200.0,Pick Up 4WD,5.0,Diesel,Manual,Excelente,16000.0,BLANCO,BLANCO-GRIS,5,Cartago,3.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Toyota,PRADO VX,40754000,2800.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,25000.0,ROJO,NEGRO,5,Heredia,3.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,1.0,Familiares_potentes
Ford,F150 LIGHTNING PLATINUM,42000000,,Pick Up 4WD,5.0,Eléctrico,Automática/Dual,Excelente,22750.0,PLATEADO,NEGRO Y BLANCO,4,San José,3.0,FORD,USA,GENERALISTA,0.0259627866724361,0.0,Premium
Toyota,PRADO VX,42742000,2800.0,SUV 4WD/AWD,7.0,Diesel,Automática/Dual,Excelente,21000.0,AZUL OSCURO,NEGRO,4,San José,3.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,1.0,Familiares_potentes
