marca,modelo,precio_crc,cilindrada,estilo,pasajeros,combustible,transmision,estado,kilometraje,color_exterior,color_interior,puertas,provincia,antiguedad,marca_norm,origen_marca,segmento_marca,participacion_mercado,cluster_id_hc,cluster
Hyundai,ELANTRA,1800000,2000.0,Sedán,5.0,Gasolina,Automática/Dual,Muy Bueno,122000.0,VERDE,BEIGE,4,Cartago,27.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Subaru,FORESTER,1800000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Manual,Muy Bueno,94000.0,VERDE,GRIS,5,Heredia,27.0,SUBARU,JAPON,DESCONOCIDO,0.003634790134141,0.0,Premium
Pontiac,SUNFIRE,1800000,2400.0,Sedán,5.0,Gasolina,Manual,Muy Bueno,225000.0,NEGRO,NEGRO,4,Alajuela,26.0,PONTIAC,DESCONOCIDO,DESCONOCIDO,8.654262224145392e-05,0.0,Premium
Isuzu,RODEO,1900000,2200.0,SUV 2WD,5.0,Gasolina,Manual,Bueno,198641.0,VERDE,GRIS,5,Heredia,27.0,ISUZU,DESCONOCIDO,COMERCIAL,0.0135871916919082,0.0,Premium
Hyundai,EURO ACCENT,1900000,1500.0,Sedán,5.0,Gasolina,Manual,Excelente,178000.0,BLANCO,GRIS.,2,San José,27.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,0.0,Premium
Daihatsu,TERIOS,1900000,1296.0,SUV 2WD,4.0,Gasolina,Manual,Muy Bueno,256070.0,VERDE,GRIS,5,Alajuela,27.0,DAIHATSU,DESCONOCIDO,DESCONOCIDO,0.0072695802682821,0.0,Premium
Hyundai,ELANTRA,1900000,2000.0,Sedán,5.0,Gasolina,Manual,Excelente,1336921.0,NEGRO,GRIS,5,Heredia,27.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Suzuki,GRAND VITARA,1950000,2500.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Bueno,172000.0,NEGRO,NEGRO,5,Heredia,26.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Nissan,SENTRA,1950000,2000.0,Sedán,5.0,Gasolina,Manual,Muy Bueno,223000.0,BLANCO,CAFE,4,San José,26.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Subaru,FORESTER,2000000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Manual,Bueno,380030.0,VERDE,GRIS,5,San José,26.0,SUBARU,JAPON,DESCONOCIDO,0.003634790134141,2.0,Muy_usados_kilometreados
Hyundai,STAREX,2000000,2500.0,Microbús/Minivan,10.0,Diesel,Manual,Excelente,98000.0,GOLD,GRAY,4,Heredia,27.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,1.0,Familiares_potentes
Infiniti,I30,2000000,3000.0,Sedán,5.0,Gasolina,Automática/Dual,Muy Bueno,402335.0,BLANCO,BEIGE,4,Guanacaste,26.0,INFINITI,DESCONOCIDO,DESCONOCIDO,0.0001730852444829,2.0,Muy_usados_kilometreados
Nissan,SENTRA B15,2000000,1800.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,200000.0,CHANPAN,CHANPAN,4,Alajuela,26.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Jeep,LAREDO,2040000,4700.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Muy Bueno,262161.0,VERDE OSCURO,NEGRO,5,Guanacaste,27.0,JEEP,USA,DESCONOCIDO,0.0174816096927736,2.0,Muy_usados_kilometreados
Nissan,ALTIMA,2100000,2400.0,Sedán,5.0,Gasolina,Automática/Dual,Muy Bueno,328305.0,NEGRO,GRIS,5,San José,26.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Hyundai,ELANTRA,2100000,2000.0,Sedán,5.0,Gasolina,Manual,Excelente,31955.0,NEGRO,NEGRO,4,Cartago,26.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Mitsubishi,LANCER,2100000,1500.0,Sedán,5.0,Gasolina,Manual,Muy Bueno,226295.0,GRIS CLARO,GRIS OSCURO,4,San José,26.0,MITSUBISHI,JAPON,DESCONOCIDO,0.0512332323669407,0.0,Premium
Nissan,SENTRA B15,2250000,1800.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,200000.0,GRIS,GRIS,4,Heredia,26.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Hyundai,ACCENT VERNA,2150000,1500.0,Sedán,5.0,Gasolina,Manual,Muy Bueno,447562.0,NEGRO,GRIS,4,Alajuela,26.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Daihatsu,TERIOS,2200000,1300.0,SUV 4WD/AWD,5.0,Gasolina,Manual,Excelente,2000.0,VERDE,NEGRO,5,Cartago,26.0,DAIHATSU,DESCONOCIDO,DESCONOCIDO,0.0072695802682821,2.0,Muy_usados_kilometreados
Honda,CIVIC,2200000,1600.0,Sedán,5.0,Gasolina,Manual,Excelente,1.0,CHAMPAGNE,BEIGE-NEGRO,4,San José,26.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0,Muy_usados_kilometreados
Chevrolet,TRACKER,2200000,1600.0,SUV 2WD,4.0,Gasolina,Manual,Muy Bueno,166475.0,VINO,NEGRO,2,Alajuela,27.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,0.0,Premium
Hyundai,ACCENT,2250000,1500.0,Sedán,5.0,Gasolina,Manual,Muy Bueno,208059.0,GRIS,GRIS,4,Alajuela,26.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Toyota,COROLLA,2300000,1800.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,27000.0,VERDE,BEIGE,4,San José,26.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Subaru,FORESTER,2300000,2500.0,SUV 4WD/AWD,5.0,Gasolina,Manual,Bueno,147000.0,NEGRO,GRIS,4,Cartago,27.0,SUBARU,JAPON,DESCONOCIDO,0.003634790134141,0.0,Premium
Kia,SPORTAGE,2400000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Manual,Bueno,195000.0,VERDE,GRIS,4,Cartago,27.0,KIA,COREA,GENERALISTA,0.0618779749026395,2.0,Muy_usados_kilometreados
Toyota,CORONA,2500000,2000.0,Sedán,5.0,Gasolina,Manual,Excelente,265.0,VERDE OSCURO,GRIS,4,San José,26.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Toyota,ECHO,2500000,1500.0,Sedán,5.0,Gasolina,Automática/Dual,Muy Bueno,168098.0,BLANCO,NEGRO,4,Heredia,26.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Chevrolet,TRACKER,2500000,1600.0,SUV 2WD,5.0,Gasolina,Manual,Bueno,244600.0,BLANCO,GRIS,2,Cartago,27.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,0.0,Premium
Toyota,RAV4,2500000,2000.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,204800.0,BLANCO,GRIS,5,Limón,27.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Honda,CIVIC LX,2550000,1600.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,236573.0,GRIS AZULADO,NEGRO CON GRIS,5,Cartago,26.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0,Muy_usados_kilometreados
Honda,ACCORD,2600000,2000.0,Sedán,5.0,Gasolina,Automática/Dual,Muy Bueno,240000.0,BLANCO,BEIGE,4,San José,26.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0,Muy_usados_kilometreados
Nissan,XTERRA SE,2600000,3300.0,SUV 4WD/AWD,5.0,Híbrido,Automática/Dual,Muy Bueno,227110.0,ROJO,GRIS,5,Cartago,26.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Toyota,RAV4,2600000,2000.0,SUV 2WD,5.0,Gasolina,Manual,Bueno,252023.0,NEGRO,GRIS,5,Alajuela,26.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Honda,PASSPORT,2650000,3200.0,SUV 4WD/AWD,5.0,Gasolina,Manual,Muy Bueno,168782.0,NEGRO,GRIS,5,Alajuela,27.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0,Muy_usados_kilometreados
Chevrolet,TRACKER,2700000,1600.0,SUV 2WD,4.0,Gasolina,Manual,Muy Bueno,141400.0,VERDE,GRIS,3,Cartago,27.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,0.0,Premium
Honda,CRV,2700000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Manual,Bueno,269155.0,ROJO,GRIS OSCURO,5,Cartago,27.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0,Muy_usados_kilometreados
Toyota,YARIS,2700000,1500.0,Sedán,5.0,Gasolina,Manual,Muy Bueno,182000.0,DORADO,GRIS,4,San José,26.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Toyota,ECHO,2700000,1500.0,Sedán,5.0,Gasolina,Automática/Dual,Bueno,159500.0,GRIS,GRIS,2,Alajuela,26.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,0.0,Premium
Toyota,ECHO,2700000,1500.0,Sedán,5.0,Gasolina,Automática/Dual,Muy Bueno,32187.0,GRIS,GRIS,4,Alajuela,26.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Honda,CRV,2700000,2000.0,SUV 2WD,5.0,Gasolina,Manual,Regular,155363.0,VERDE,NEGRO,4,Limón,27.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0,Muy_usados_kilometreados
Chevrolet,TRACKER,2750000,1600.0,SUV 2WD,5.0,Gasolina,Manual,Muy Bueno,273385.0,BLANCO,GRIS,3,Cartago,27.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,0.0,Premium
Toyota,COROLLA,2750000,1587.0,Sedán,5.0,Gasolina,Manual,Excelente,300000.0,BLANCO,GRIS,4,San José,26.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Suzuki,VITARA,2750000,1600.0,SUV 4WD/AWD,5.0,Gasolina,Manual,Excelente,295000.0,BERDE,GRIS,5,San José,27.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Nissan,SENTRA,2800000,2000.0,Sedán,5.0,Gasolina,Manual,Excelente,5446.0,NEGRO,NEGRO CON GRIS,4,Alajuela,27.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Toyota,COROLLA,2800000,1800.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,242000.0,GRIS PLATEADO,GRIS Y CHAMPAN,4,Limón,26.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Chevrolet,TRACKER,2800000,1600.0,SUV 4WD/AWD,5.0,Gasolina,Manual,Bueno,11.0,BLANNCO,GRIS,3,Heredia,26.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,2.0,Muy_usados_kilometreados
Chevrolet,TRACKER,2900000,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Muy Bueno,100000.0,BLANCO,GRIS,5,Heredia,26.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,2.0,Muy_usados_kilometreados
Toyota,RAV4,2900000,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,194650.0,NEGRO,NEGRO,4,Alajuela,27.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Suzuki,VITARA,2900000,2000.0,SUV 2WD,5.0,Gasolina,Manual,Muy Bueno,242000.0,AZUL,GRI/NEGRO,5,San José,27.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Toyota,ECHO,2950000,1500.0,Sedán,5.0,Gasolina,Manual,Excelente,186683.0,GRIS,GRIS,2,San José,26.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,0.0,Premium
BMW,323I,2950000,2500.0,Sedán,5.0,Gasolina,Manual,Excelente,225308.0,AZUL,BEIGE,4,San José,26.0,BMW,ALEMANIA,PREMIUM,0.0410212029424491,2.0,Muy_usados_kilometreados
Toyota,ECHO,3000000,1500.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,200000.0,BLANCO,GRIS,2,Alajuela,26.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,0.0,Premium
Kia,RETONA,3000000,2000.0,SUV 4WD/AWD,5.0,Diesel,Manual,Bueno,250000.0,VERDE,CAFÉ,2,San José,26.0,KIA,COREA,GENERALISTA,0.0618779749026395,0.0,Premium
Nissan,PATHFINDER LIMITED,3000000,3300.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,274000.0,GRIS,GRIS,5,San José,27.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Suzuki,CARRY,3000000,1300.0,Microbús/Minivan,7.0,Gasolina,Manual,Excelente,388000.0,GRIS,GRIS,5,Limón,26.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Toyota,ECHO,3000000,1500.0,Sedán,5.0,Gasolina,Automática/Dual,Excelente,180000.0,GRIS,NEGRO,4,Cartago,26.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Mitsubishi,MONTERO SPORT,3000000,3000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Bueno,200.0,NEGRO,GRIS,5,Cartago,26.0,MITSUBISHI,JAPON,DESCONOCIDO,0.0512332323669407,2.0,Muy_usados_kilometreados
Honda,CR-V,3100000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Manual,Muy Bueno,7583.0,PLATEADO,NEGRO,4,Puntarenas,27.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0,Muy_usados_kilometreados
Hyundai,GALLOPER,3100000,2476.0,SUV 4WD/AWD,7.0,Diesel,Manual,Bueno,497589.0,VERDE OBSCURO,GRIS,5,Limón,26.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Suzuki,VITARA,3200000,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Bueno,316000.0,VERDE,GRIS,5,San José,26.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Honda,CRV,3000000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Muy Bueno,217261.0,AZUL,GRIS,4,Heredia,26.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0,Muy_usados_kilometreados
Chevrolet,TRACKER,3000000,1600.0,SUV 2WD,4.0,Gasolina,Manual,Excelente,270369.0,VERDE OLIVA,GRIS,3,San José,26.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,0.0,Premium
Honda,CRV,3050000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Muy Bueno,331524.0,AZUL,GRIS,4,San José,27.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0,Muy_usados_kilometreados
Toyota,ECHO,3100000,1500.0,Sedán,5.0,Gasolina,Manual,Muy Bueno,394821.0,BEIGE,GRIS,2,Alajuela,26.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Chevrolet,TRACKER,3100000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Muy Bueno,190432.0,GRIS,GRIS,4,San José,27.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,2.0,Muy_usados_kilometreados
Suzuki,VITARA,3200000,2000.0,SUV 2WD,5.0,Gasolina,Manual,Bueno,229000.0,NEGRO,GRIS,5,Heredia,27.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Land,Rover FREELANDER,3200000,1800.0,SUV 4WD/AWD,5.0,Gasolina,Manual,Excelente,241723.0,VERDE,CREMA,5,Cartago,26.0,LAND ROVER,DESCONOCIDO,PREMIUM,0.0198182604932929,0.0,Premium
Honda,CRV,3200000,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,450615.0,BLANCO,GRIS,5,Heredia,27.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0,Muy_usados_kilometreados
Mitsubishi,LANCER,3200000,1600.0,Sedán,5.0,Gasolina,Manual,Excelente,125000.0,GRIS,GRIS,4,Cartago,27.0,MITSUBISHI,JAPON,DESCONOCIDO,0.0512332323669407,0.0,Premium
Suzuki,GRAND VITARA,3250000,2500.0,SUV 2WD,5.0,Gasolina,Manual,Excelente,202000.0,CHAMPAGNE,GRIS,5,San José,27.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Chevrolet,TRACKER,3300000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,210000.0,NEGRO,GRIS,4,San José,27.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,2.0,Muy_usados_kilometreados
Honda,CRV LX,3300000,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Muy Bueno,476365.0,GRIS,GRIS,5,San José,27.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0,Muy_usados_kilometreados
Honda,CRV,3350000,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Muy Bueno,100000.0,VERDE,GRIS,4,San José,26.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0,Muy_usados_kilometreados
Suzuki,VITARA,3300000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Muy Bueno,210000.0,VERDE OSCURO,NEGRO,4,Alajuela,26.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Honda,CRV,3300000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Muy Bueno,199000.0,GRIS,GRIS,5,Alajuela,26.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0,Muy_usados_kilometreados
BMW,323I E46,3300000,2000.0,Sedán,5.0,Gasolina,Manual,Muy Bueno,146000.0,MORADO,GRIS,4,Cartago,26.0,BMW,ALEMANIA,PREMIUM,0.0410212029424491,2.0,Muy_usados_kilometreados
Suzuki,VITARA,3300000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Manual,Excelente,174800.0,GRIS,GRIS,3,Puntarenas,26.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,0.0,Premium
Honda,CRV,3300000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,185000.0,GRIS,GRIS,4,Heredia,27.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0,Muy_usados_kilometreados
Mitsubishi,MONTERO SPORT,3300000,3000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Muy Bueno,321868.0,BLANCO,BEIGE,4,Cartago,26.0,MITSUBISHI,JAPON,DESCONOCIDO,0.0512332323669407,2.0,Muy_usados_kilometreados
Nissan,PRIMERA GXE,3400000,2000.0,Sedán,5.0,Gasolina,Manual,Excelente,356000.0,GRIS,NEGRO,5,San José,26.0,NISSAN,JAPON,GENERALISTA,0.0888792730419731,2.0,Muy_usados_kilometreados
Chevrolet,TRACKER,3400000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Bueno,230000.0,NEGRO,GRIS,5,San José,27.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,2.0,Muy_usados_kilometreados
Suzuki,GRAND VITARA,3400000,2500.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,190000.0,NEGRO,GRIS,5,Cartago,26.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Honda,CRV,3450000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Muy Bueno,205000.0,GRIS,GRIS,4,San José,26.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0,Muy_usados_kilometreados
Suzuki,VITARA,3450000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Manual,Excelente,368539.0,AZUL,GRIS,5,Cartago,27.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
BMW,318I,3500000,1900.0,Sedán,4.0,Gasolina,Manual,Excelente,205000.0,GRIS PLATA,NEGRO,4,Cartago,26.0,BMW,ALEMANIA,PREMIUM,0.0410212029424491,2.0,Muy_usados_kilometreados
Jeep,GRAND CHEROKEE LAREDO,3500000,4000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Muy Bueno,245000.0,GRIS,CAFE,4,San José,26.0,JEEP,USA,DESCONOCIDO,0.0174816096927736,2.0,Muy_usados_kilometreados
Suzuki,GRAND VITARA LIMITED,3500000,2500.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Muy Bueno,163610.0,BLANCO,GRIS,5,San José,26.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Honda,CRV,3600000,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Muy Bueno,278496.0,GRIS,GRIS,5,Alajuela,27.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0,Muy_usados_kilometreados
Honda,CRV,3500000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Manual,Excelente,221000.0,BLANCO,GRIS,5,Alajuela,27.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0,Muy_usados_kilometreados
Chevrolet,TRACKER,3500000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Manual,Excelente,191300.0,ROJO VINO,GRIS,4,Cartago,26.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,2.0,Muy_usados_kilometreados
Mitsubishi,MONTERO,3500000,3500.0,SUV 4WD/AWD,7.0,Gasolina,Automática/Dual,Bueno,281634.0,CHAMPAGNE,CAFE,5,San José,26.0,MITSUBISHI,JAPON,DESCONOCIDO,0.0512332323669407,2.0,Muy_usados_kilometreados
Chevrolet,TRACKER,3500000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,275197.0,GRIS,GRIS,4,Puntarenas,26.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,2.0,Muy_usados_kilometreados
Honda,CRV,3500000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Manual,Excelente,280025.0,VERDE,GRIS OSCURO,5,San José,27.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0,Muy_usados_kilometreados
Suzuki,VITARA GL,3600000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Manual,Excelente,353715.0,NEGRO,GRIS,5,San José,26.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Toyota,RAV4,3600000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Manual,Muy Bueno,185000.0,BLANCO,GRIS,5,Heredia,26.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Toyota,RAV4,3600000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Manual,Excelente,267000.0,GRIS,GRIS,5,Heredia,26.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Toyota,RAV4,3600000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Muy Bueno,212267.0,BLANCO,NEGRO,5,San José,26.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Honda,CRV,3600000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Manual,Excelente,346008.0,NEGRO,NEGRO,5,Alajuela,26.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0,Muy_usados_kilometreados
Mercedes,Benz SPRINTER,3625000,3000.0,Microbús/Minivan,8.0,Diesel,Manual,Bueno,225080.0,BLANCO,BLANCO Y NEGRO,4,Cartago,26.0,MERCEDES,DESCONOCIDO,DESCONOCIDO,0.0253569883167459,2.0,Muy_usados_kilometreados
Honda,CRV,3650000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,313821.0,GRIS,NEGRO,5,Heredia,27.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0,Muy_usados_kilometreados
Honda,CRV,3650000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,161000.0,BLANCO,GRIS,4,San José,27.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0,Muy_usados_kilometreados
Honda,CRV,3650000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Excelente,168000.0,GRIS,GRIS,5,San José,27.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0,Muy_usados_kilometreados
Honda,CRV,3650000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Manual,Bueno,300947.0,VERDE,GRIS,4,Cartago,26.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0,Muy_usados_kilometreados
Honda,CRV LX,3700000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Muy Bueno,203936.0,BLANCO,GRIS,5,San José,27.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0,Muy_usados_kilometreados
Toyota,RAV4,3700000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Muy Bueno,447.0,VERDE,GRIS,5,Alajuela,26.0,TOYOTA,JAPON,GENERALISTA,0.1648636953699697,2.0,Muy_usados_kilometreados
Chevrolet,TRACKER,3700000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Manual,Excelente,322.0,NEGRO,GRIS,5,San José,26.0,CHEVROLET,USA,GENERALISTA,0.0449156209433145,2.0,Muy_usados_kilometreados
Honda,CRV,3700000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Automática/Dual,Muy Bueno,337961.0,GRIS,NEGRO,5,Alajuela,27.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0,Muy_usados_kilometreados
Suzuki,VITARA,3750000,2000.0,SUV 4WD/AWD,5.0,Gasolina,Manual,Muy Bueno,261840.0,NEGRO,GRIS,5,San José,26.0,SUZUKI,JAPON,GENERALISTA,0.0688879273041973,2.0,Muy_usados_kilometreados
Hyundai,ELANTRA,3800000,2000.0,Sedán,4.0,Gasolina,Manual,Excelente,219332.0,CHAMPAGNE,NEGRO,4,Guanacaste,26.0,HYUNDAI,COREA,GENERALISTA,0.1475551709216789,2.0,Muy_usados_kilometreados
Honda,CRV,3800000,2000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Excelente,297728.0,ROJO,GRIS,5,Cartago,26.0,HONDA,JAPON,GENERALISTA,0.0463003028991778,2.0,Muy_usados_kilometreados
Mitsubishi,MONTERO SPORT,3800000,3000.0,SUV 2WD,5.0,Gasolina,Automática/Dual,Muy Bueno,376586.0,GRIS,NEGRO,5,Cartago,26.0,MITSUBISHI,JAPON,DESCONOCIDO,0.0512332323669407,2.0,Muy_usados_kilometreados
Volkswagen,GOLF GTI,3900000,1800.0,Hatchback,5.0,Gasolina,Manual,Excelente,20000.0,GRIS,NEGRO,2,San José,26.0,VOLKSWAGEN,ALEMANIA,DESCONOCIDO,0.0194720900043271,0.0,Premium
